Character,Middle Chinese,Cantonese,Mandarin
戲,xje3,hei3,xi4
戲,xu1,fu1,hu1
戴,toj3,daai3,dai4
戶,hu2,wu6,hu4
戺,dzri2,si6,shi4
戻,thej3,leoi6,ti4
戽,xu2,fu3,hu4
戾,lej3,leoi6,li4
房,bjwang1,fong4,fang2
房,bang1,pong4,fang2
所,srjo2,so2,suo3
扁,pen2,bin2,bian3
扁,phjen1,pin1,pian1
扂,dem2,dim3,dian4
扃,kweng1,gwing1,jiong1
扅,ye1,ji4,yi2
扆,ʔjɨj2,ji2,yi3
扇,syen3,sin3,shan4
扇,syen1,sin3,shan1
扈,hu2,wu6,hu4
扉,pjwɨj1,fei1,fei1
扊,yem2,jim5,yan3
手,syuw2,sau2,shou3
才,dzoj1,coi4,cai2
才,dzoj1,coi4,cai2
扎,tsrɛt4,zaat3,zha1
扏,gjuw1,kau4,qiu2
扐,lok4,lik1,le4
扑,phuwk4,pok3,pu1
扒,pɛj3,baat3,ba1
扒,pɛj3,paa1,bie2
打,tæng2,daa2,da3
扔,nying1,jing4,reng1
扚,tew2,tiu2,diao3
扛,kæwng1,gong1,gang1
扜,xju1,jyu1,yu1
扝,ʔu1,fu1,ku1
扞,han3,hon2,han4
扟,srin1,san1,shen1
扠,trhɛɨ1,caa1,cha1
扡,ye2,to1,tuo1
扢,kjɨt4,gwat1,gu3
扣,khuw2,kau3,kou4
扤,ngjwot4,ngaat6,wu4
扭,nrjuw2,nau2,niu3
扮,pɛn3,baan6,ban4
扯,tshyæ2,ce2,che3
扱,tshrɛp4,caap3,cha1
扳,pæn1,baan2,ban1
扳,phæn1,paan1,pan1
扶,bju1,fu4,fu2
扶,pju1,fu1,fu1
批,phej1,pai1,pi1
扺,tsye2,zi2,zhi3
扽,twon3,dan3,den4
承,dzying1,sing4,cheng2
技,gje2,gei6,ji4
抁,ywen2,jin5,yan3
抃,bjen3,bin6,bian4
抄,tshræw1,caau1,chao1
抆,mjun2,man5,wen3
抇,hwot4,wat6,hu2
抈,ngjwot4,jyut6,yue4
抉,kwet4,kyut3,jue2
把,pæ2,baa2,ba3
抌,yuw1,dam2,dan3
抍,sying1,sing1,zheng3
抎,hjun2,wan5,yun3
抏,ngwan1,jyun4,wan2
抐,nwon3,leot6,ne4
抑,ʔik4,jik1,yi4
抒,zjo2,syu1,shu1
抓,tsræw1,zaau2,zhua1
抔,phwoj1,pau4,pou2
投,duw1,tau4,tou2
抖,tuw2,dau2,dou3
抗,hang1,kong3,kang4
折,dej1,zit3,zhe2
折,dej1,sit6,she2
抧,tsye2,zi2,zhi3
抨,phɛng1,ping1,peng1
抪,pu3,bou3,bu4
披,phje1,pei1,pi1
抬,doj1,toi4,tai2
抮,xen2,zan2,zhen3
抯,tsræ1,zaa1,zha1
抱,baw2,pou5,bao4
抲,xa1,ho1,he1
抳,nrje2,nai4,ni3
抴,yej3,jai6,ye4
抵,tej2,dai2,di3
抶,trhit4,cik1,chi4
抹,mwat4,mut3,mo3
抹,mwat4,mut3,mo4
抻,syin3,can2,chen1
押,ʔæp4,aat3,ya1
抽,trhjuw1,cau1,chou1
抾,khi1,keoi1,qu1
拂,phjut4,fat1,fu2
拄,trju2,zyu2,zhu3
拇,muw2,mou5,mu3
拈,nem1,nim1,nian1
拉,lop4,laai1,la1
拊,phju2,fu2,fu3
拋,phæw1,paau1,pao1
拌,phwan1,pun3,ban4
拍,phæk4,paak3,pai1
拎,leng1,ling1,lin1
拏,nræ1,naa4,na2
拐,gɛɨ2,gwaai2,guai3
拑,gjem1,kim4,qian2
拒,gjo2,keoi5,ju4
拓,thak4,tok3,tuo4
拔,bjwot4,bat6,ba2
拖,tha3,to1,tuo1
拗,ʔæw2,aau2,ao3
拘,kju1,keoi1,ju1
拙,tsywet4,zyut3,zhuo1
招,tsyew1,ziu1,zhao1
拜,pɛj3,baai3,bai4
括,kwat4,kut3,kuo4
拭,syik4,sik1,shi4
拮,kit4,gat1,jie2
拯,tsying2,cing2,zheng3
拰,nrim2,nam5,nin3
拱,kjowng2,gung2,gong3
拲,kjowng2,gung2,gong3
拳,gjwen1,kyun4,quan2
拴,tshjwen1,saan1,shuan1
拵,dzwon1,cyun4,cun2
拶,tswat4,zaat3,za1
拸,ye1,ji4,yi2
拹,xjæp4,hip3,xie2
拺,tshrɛk4,caak3,ce4
拼,pɛng1,ping3,pin1
拾,dzyip4,sap6,shi2
持,dri1,ci4,chi2
挃,trit4,zat6,zhi4
挅,twa3,do2,duo4
挆,twa2,do2,duo3
指,tsyij2,zi2,zhi3
挈,khet4,kit3,qie4
按,ʔan3,on3,an4
挋,tsyin3,zan3,zhen4
挌,lak4,gaak3,ge2
挎,khu1,fu1,ku1
挏,duwng1,dung6,dong4
挐,nrjo1,jyu4,ru2
挑,thew1,tiu1,tiao1
挑,dew2,tiu1,tiao3
挨,ʔɛj2,aai1,ai1
挩,dwat4,tyut3,tuo1
挪,na1,no4,nuo2
挫,tswa3,co3,cuo4
挬,bwot4,but6,bo2
挮,thej2,tai2,ti3
振,tsyin3,zan3,zhen4
振,tsyin1,zan1,zhen1
挰,dræng1,caang4,cheng2
挲,sa1,so1,suo1
挴,mwoj2,mui5,mei3
挸,ken2,gaan2,jian3
挹,ʔip4,jap1,yi4
挺,deng1,ting5,ting3
挽,mjwon2,waan5,wan3
挾,hep4,hip6,xie2
捀,bjowng1,fung4,feng2
捂,ngu3,wu2,wu3
捃,kjun3,kwan2,jun4
捅,thuwng2,tung2,tong3
捇,xwɛk4,waak6,huo4
捈,du1,tou4,tu2
捉,tsræwk4,zuk1,zhuo1
捊,bæw1,pau4,pou2
捋,lwat4,lyut3,luo1
捌,pɛt4,baat3,ba1
捌,pɛt4,baat3,ba1
捍,hæn2,hon6,han4
捎,sjew1,saau1,shao1
捎,sjew1,siu1,xiao1
捏,net4,nip6,nie1
捐,ywen1,gyun1,juan1
捔,kæwk4,gok3,jue2
捔,dzræwk4,zok6,zhuo2
捕,bu3,bou6,bu3
捖,hwan1,gwaat3,wan2
捘,tshwin1,zyun3,zun4
捥,ʔwan3,wun2,wan4
捧,phjowng2,pung2,peng3
捨,syæ2,se2,she3
捩,lej3,lit6,lie4
捫,mwon1,mun4,men2
捭,pɛɨ2,baai2,bai3
据,kjo1,geoi1,ju1
捲,gjwen1,gyun2,juan3
捳,ngæwk4,ngok6,yue4
捶,tsywe2,ceoi4,chui2
捷,dzjep4,zit6,jie2
捺,nat4,naat6,na4
捽,dzwit4,cyut3,zuo2
捾,ʔwat4,wut6,wo4
掀,xjon1,hin1,xian1
掃,saw2,sou3,sao3
掃,saw3,sou3,sao4
掄,lwin1,leon4,lun2
掅,tsheng3,cing3,qing4
掇,twat4,zyut3,duo1
授,dzyuw3,sau6,shou4
掉,dew2,diu6,diao4
掊,bæw1,pau4,pou2
掌,tsyang2,zoeng2,zhang3
掍,hwon2,gwan2,hun4
掎,kje1,gei2,ji3
掏,daw1,tou4,tao1
掐,khɛp4,haap3,qia1
排,bɛj1,paai4,pai2
掓,syuwk4,suk1,shu1
掔,khɛn1,haan1,qian1
掖,yek4,jik6,ye1
掘,gjut4,gwat6,jue2
掛,kwɛɨ3,gwaa3,gua4
掜,nrɛɨ1,ngai5,yi4
掝,xwɛk4,waak6,huo4
掞,syem3,sim3,shan4
掟,deng3,ding6,ding4
掠,ljang3,loek6,lüe4
採,tshoj2,coi2,cai3
探,thom1,taam3,tan4
掣,tshyej3,zai3,che4
掤,ping1,bing1,bing1
接,tsjep4,zip3,jie1
控,khæwng1,hung3,kong4
推,tshrwij1,teoi1,tui1
掩,ʔjem2,jim2,yan3
措,tshu3,cou3,cuo4
掫,tsju1,zau1,zou1
掬,kjuwk4,guk1,ju1
掾,ywen3,jyun6,yuan4
揀,kɛn2,gaan2,jian3
揆,gwij2,kwai4,kui2
揇,nom2,naam5,nan3
揈,xwɛng1,gwang1,hong1
揉,nyuw1,jau4,rou2
揊,phik4,bik1,pi4
揌,soj1,sak1,sai1
揎,sjwen1,syun1,xuan1
描,mjew1,miu4,miao2
提,dzye1,tai4,ti2
插,tshrɛp4,caap3,cha1
揕,trim3,zam3,zhen4
揖,ʔip4,jap1,yi1
揗,zwin1,seon6,xun2
揘,hjwæng1,wing4,yong2
揙,pjen1,bin1,bian1
揚,yang1,joeng4,yang2
換,hwan3,wun6,huan4
揜,ʔam2,jim2,yan3
揞,ʔom2,am2,an3
揟,sjo1,seoi1,xu1
揠,ʔɛt4,aat3,ya4
握,ʔæwk4,ak1,wo4
揢,khæk4,kak1,ke2
揣,tshrjwe2,ceoi2,chuai3
揤,dzit4,zat1,ji2
揧,lat4,laat6,la4
揨,drɛng1,caang4,chen2
揩,khɛj1,haai1,kai1
揭,khjej3,gai6,qi4
揮,xjwɨj1,fai1,hui1
揱,sjew1,sok3,xiao1
揲,zyet4,sit6,she2
揲,dep4,dip6,die2
揳,set4,sit3,xie1
援,hjwon1,wun4,yuan2
搄,kong1,gang1,geng1
搆,kuw3,kau3,gou4
搈,yowng1,jung4,rong2
搉,khæwk4,kok1,que4
搉,kæwk4,gok3,que4
搊,tsrju1,cau1,chou1
搋,trhɛj1,caai1,chuai1
搌,trjen2,zin2,zhan3
搎,swon1,syun1,sun1
搏,pju3,bok3,bo2
搒,bæng1,pang4,peng2
搒,pang3,pong3,bang4
搓,tsha1,co1,cuo1
搔,saw1,sou1,sao1
搖,yew1,jiu4,yao2
搗,taw2,dou2,dao3
搙,nuw3,nuk6,nu4
搢,tsin3,zeon3,jin4
搣,mjet4,mit1,mie4
搦,nræwk4,nik1,nuo4
搩,gjet4,git6,jie2
搪,dang1,tong4,tang2
搫,bwan1,bun1,pan2
搯,thaw1,tou1,tao1
搰,hwot4,wat6,hu2
搴,kjen2,hin1,qian1
搶,tshjang1,coeng2,qiang3
搶,tshjang1,coeng1,qiang1
搷,den1,tin4,tian2
搸,tsrin1,zeon1,zhen1
摋,sat4,saat3,sa4
摌,srɛn2,caan2,chan3
摎,kæw1,gau1,jiu1
摏,syowng1,sung1,chong1
摐,tshjowng1,cung1,chuang1
摑,kwɛk4,gwaak3,guai1
摒,pjieng3,bing2,bing4
摕,tej3,cai3,di4
摖,tshej3,cai3,qi4
摗,suw1,cuk1,sou1
摘,trɛk4,zaak6,zhai1
摙,ljen2,lin5,lian3
摛,trhje1,ci1,chi1
摜,kwæn3,gwaan3,guan4
摞,lwa1,lo3,luo4
摟,lju1,lau1,lou1
摟,lju1,lau4,lou2
摡,xjɨj3,goi3,gai4
摣,nræ1,zaa1,zha1
摤,tshjang2,coeng2,chuang3
摦,hwæ3,waa6,hua4
摧,dzwoj1,ceoi1,cui1
摨,nrɛj1,naai4,nai2
摩,mwa1,mo1,mo2
摫,kjwe1,kwai1,gui1
摬,ʔjæng2,jing2,ying3
摭,tsyek4,zek3,zhi2
摮,ngaw1,ngou4,ao2
摯,tsyij3,zi3,zhi4
摲,tshræm3,saam3,chan4
摳,khju1,kau1,kou1
摴,trhjo1,syu1,chu1
摶,dwan1,tyun4,tuan2
摸,mak4,mo2,mo1
摸,mu1,mou4,mo2
摺,lop4,zip3,zhe2
摻,srɛm1,saam2,shan3
摻,srɛm1,saam1,shan1
摼,khɛng1,hang1,keng1
摽,phjew1,biu1,biao1
撅,kjwot4,kyut3,jue1
撈,law1,laau4,lao1
撋,nywen1,jyun4,ruan2
撏,zim1,cim4,xian2
撓,xaw1,naau4,nao2
撕,sej1,sai1,xi1
撖,khom1,haam5,han4
撘,top4,daap3,da1
撙,tswon2,zyun2,zun3
撚,nen2,nan2,nian3
撜,tsying2,caang4,zheng3
撝,xjwe1,fai1,hui1
撞,dræwng1,zong6,zhuang4
撟,kjew1,giu2,jiao3
撠,kjæk4,kik1,ji3
撢,thom1,taam2,tan4
撣,dan1,daan6,dan3
撤,drjet4,cit3,che4
撥,pwat4,but6,bo1
撨,sew1,siu1,xiao1
撩,lew1,liu4,liao2
撩,lew1,liu2,liao3
撫,phju2,fu2,fu3
播,pwa3,bo3,bo1
撮,tswat4,cyut3,cuo1
撰,dzrwæn2,zaan6,zhuan4
撲,phuwk4,puk1,pu1
撳,khim3,gam6,qin4
撻,that4,taat3,ta4
撼,hom2,ham6,han4
擁,ʔjowng2,jung2,yong1
擄,lu2,lou5,lu3
擅,dzyen3,sin6,shan4
擇,dræk4,zaak6,ze2
擉,tshræwk4,cok3,chuo4
擊,kek4,gik1,ji1
擋,tang3,dong2,dang3
擌,srɛk4,saak3,se4
操,tshaw1,cou1,cao1
操,tshaw3,cou3,cao1
擎,gjæng1,king4,qing2
擐,kwæn1,gwaan3,huan4
擒,gim1,kam4,qin2
擔,tam1,daam1,dan1
擔,tam3,daam3,dan4
擖,khɛt4,kaa1,ka1
擗,bjiek4,pik1,pi3
擘,pɛk4,maak3,bo4
據,kjo3,geoi3,ju4
擟,mje1,mei4,mi2
擠,tsej1,zai1,ji3
擢,dræwk4,zok6,zhuo2
擣,taw2,dou2,dao3
擩,nywij1,jeoi5,ru3
擬,ngi2,ji5,ni3
擭,hwak4,wok6,huo4
擯,pin3,ban3,bin4
擲,drjek4,zaak6,zhi4
擳,tsrit4,zit3,zhi4
擴,hwang3,kwok3,kuo4
擷,het4,kit3,xie2
擸,ljep4,lip6,lie4
擸,lap4,laap6,la4
擺,pɛɨ2,baai2,bai3
擻,suw2,sau3,sou3
擾,nyew2,jiu2,rao3
擿,drjek4,zek3,zhi4
攀,phæn1,paan1,pan1
攂,lwoj3,leoi4,lei4
攄,trhjo1,syu1,shu1
攇,xjon2,hin2,xian3
攉,xwak4,fok3,huo1
攋,lat4,laat6,la4
攎,lu1,lou4,lu2
攏,luwng2,lung5,long3
攑,khjon1,hin1,qian1
攔,lan1,laan4,lan2
攕,srɛm1,saam1,xian1
攖,ʔjieng1,jing1,ying1
攗,mij1,mei4,mei2
攘,nyang1,joeng4,rang2
攘,nyang2,joeng5,rang3
攙,dzrɛm1,caam1,chan1
攛,tshwan1,cyun1,cuan1
攜,hwej1,kwai4,xie2
攝,syep4,sip3,she4
攡,lje1,ci1,chi1
攢,tsan3,cyun4,cuan2
攣,ljwen1,lyun4,luan2
攤,than1,taan1,tan1
攥,tswat4,zaan6,zuan4
攪,kæw2,gaau2,jiao3
攫,kjwak4,fok3,jue2
攬,lam2,laam5,lan3
支,tsye1,zi1,zhi1
攱,kjwe2,gwai2,gui3
攲,khje1,kei1,qi1
攴,phuwk4,bok1,pu1
收,syuw1,sau1,shou1
攸,yuw1,jau4,you1
改,koj2,goi2,gai3
攺,yi2,ji5,yi3
攻,kuwng1,gung1,gong1
攽,pin1,ban1,ban1
放,pjwang3,fong3,fang4
放,pjwang2,fong2,fang3
政,tsyieng3,zing3,zheng4
敀,pæk4,baak3,po4
敁,tem1,dim1,dian1
敃,min2,man5,min3
故,ku3,gu3,gu4
效,hæw3,haau6,xiao4
敊,trhjuwk4,cuk1,chu4
敏,min2,man5,min3
救,kjuw3,gau3,jiu4
敔,ngjo2,jyu5,yu3
敕,trhik4,cik1,chi4
敖,ngaw1,ngou4,ao2
敗,bæj3,baai6,bai4
敘,zjo2,zeoi6,xu4
教,kæw1,gaau3,jiao1
教,kæw3,gaau3,jiao4
敜,nep4,nip6,nie4
敝,bjej3,bai6,bi4
敞,tshyang2,cong2,chang3
敢,kam2,gam2,gan3
散,san2,saan2,san3
散,san3,saan3,san4
敦,twoj1,deon1,dun1
敦,twoj1,deoi1,dui1
敦,twoj1,tyun4,tuan2
敫,kew3,giu3,jiao3
敬,kjæng3,ging3,jing4
敲,khæw1,haau1,qiao1
敳,ngoj1,ngoi4,ai2
整,tsyieng2,zing2,zheng3
敵,dek4,dik6,di2
敷,phju1,fu1,fu1
數,srju2,sou2,shu3
數,srju3,sou3,shu4
數,sræwk4,sok3,shuo4
斀,træwk4,zoek3,zhuo2
斁,yek4,jik6,yi4
斁,du3,dou3,du4
斂,ljem2,lim5,lian3
斃,bjej3,bai6,bi4
斄,li1,lei4,li2
斅,hæw3,haau6,xiao4
斐,phjwɨj2,fei2,fei3
斑,pæn1,baan1,ban1
斒,pæn1,baan1,ban1
斕,lɛn1,laan4,lan2
斖,mjwɨj2,mei5,wei3
斗,tuw2,dau2,dou3
料,lew3,liu6,liao4
斛,huwk4,huk6,hu2
斜,zjæ1,ce4,xie2
斝,kæ2,gaa2,jia3
斞,yu2,jyu5,yu3
斟,tsyim1,zam1,zhen1
斠,kæwk4,gaau3,jiao4
斡,ʔwat4,waat3,wo4
斢,thuw2,tau2,tou3
斣,tuw3,dau3,dou4
斤,kjɨn1,gan1,jin1
斥,tshyek4,cik1,chi4
斦,ngjɨn1,ngan4,yin2
斧,pju2,fu2,fu3
斪,gju1,keoi4,qu2
斫,tsyak4,zoek3,zhuo2
斬,tsrɛm2,zaam2,zhan3
斯,sje1,si1,si1
新,sin1,san1,xin1
斲,træwk4,doek3,zhuo2
斷,dwan2,tyun5,duan4
斷,twan3,dyun3,duan4
斸,trjowk4,zuk1,zhu2
方,pjwang1,fong1,fang1
於,ʔjo1,jyu1,yu2
於,ʔu1,wu1,wu1
施,sye1,si1,shi1
施,sye3,si3,si1
斿,yuw1,jau4,you2
旁,bang1,pong4,pang2
旃,tsyen1,zin1,zhan1
旄,maw1,mou4,mao2
旅,ljo2,leoi5,lü3
旆,baj3,pui3,pei4
旋,zjwen1,syun4,xuan2
旋,zjwen3,zyun6,xuan2
旌,tsjieng1,zing1,jing1
旍,tsjieng1,zing1,jing1
旎,nrje2,nei5,ni3
族,dzuwk4,zuk6,zu2
旐,drjew2,siu6,zhao4
旓,sræw1,saau1,shao1
旔,kjon3,gin3,jian4
旖,ʔje1,ji2,yi3
旗,gi1,kei4,qi2
旚,phjew1,piu1,piao1
旛,bjwon1,faan1,fan1
旜,tsyen1,zin1,zhan1
旝,kwaj3,kui2,kuai4
旞,zwij3,seoi6,sui4
旟,yo1,jyu4,yu2
旡,tsrim1,gei3,ji4
既,kjɨj3,gei3,ji4
旦,tan3,daan3,dan4
旨,tsyij2,zi2,zhi3
早,tsaw2,zou2,zao3
旬,zwin1,ceon4,xun2
旭,xjowk4,juk1,xu4
旰,kan3,gon3,gan4
旱,han2,hon5,han4
旴,xju1,heoi1,xu1
旵,trhɛm2,caam2,chan3
旺,hjwang3,wong6,wang4
旻,min1,man4,min2
旼,min1,man4,min2
旿,ngu2,ng5,wu3
昂,ngang1,ngong4,ang2
昄,pwan2,baan2,ban3
昅,gjæp4,gip6,jie2
昆,kwon1,kwan1,kun1
昇,sying1,sing1,sheng1
昉,pjwang2,fong2,fang3
昊,haw2,hou6,hao4
昋,kwej3,gwai3,gui4
昌,tshyang1,coeng1,chang1
明,mjæng1,ming4,ming2
昏,xwon1,fan1,hun1
昒,mjut4,fat1,hu1
易,yek4,jik6,yi4
易,ye3,ji6,yi4
昔,sjek4,sik1,xi1
昕,xjɨn1,jan1,xin1
昜,yang1,joeng4,yang2
昝,tsom2,zaan2,zan3
昞,pjæng2,bing2,bing3
星,seng1,sing1,xing1
映,ʔjæng3,jing2,ying4
昤,leng1,ling4,ling2
春,tshywin1,ceon1,chun1
昧,mwoj3,mui6,mei4
昨,dzak4,zok3,zuo2
昩,mwat4,mut6,mo4
昪,bjen3,bin6,bian4
昫,xju3,heoi2,xu4
昭,tsyew1,ciu1,zhao1
是,dzye2,si6,shi4
昱,yuwk4,juk1,yu4
昲,phjwɨj3,fai3,fei4
昳,det4,dit6,die2
昴,mæw2,maau5,mao3
昵,nrit4,nik1,ni4
昶,trhjang2,cong2,chang3
晁,drjew1,siu6,chao2
時,dzyi1,si4,shi2
晃,hwang2,fong2,huang3
晈,kew2,gaau2,jiao3
晉,tsin3,zeon3,jin4
晏,ʔan3,aan3,yan4
晐,koj1,goi1,gai1
晚,mjwon2,maan5,wan3
晛,hen2,jin5,xian4
晜,kwon1,gwan1,kun1
晝,trjuw3,zau3,zhou4
晞,xjɨj1,hei1,xi1
晟,dzyieng3,sing4,cheng2
晡,pu1,bou1,bu1
晢,tsyej3,sik1,zhe2
晣,tsyet4,zai3,zhe2
晤,ngu3,ng6,wu4
晥,hwan2,wun5,han4
暫,dzam3,zaam6,zan4
暭,haw2,hou6,hao4
暮,mu3,mou6,mu4
暰,tshjowng1,cung1,cong1
暱,nrit4,nik1,ni4
暲,tsyang1,zoeng1,zhang1
暳,xwej3,wai3,hui4
暴,baw3,bou6,bao4
暴,buwk4,buk6,pu4
暴,buwk4,buk6,bao4
暵,xan2,hon2,han4
暹,sjem1,cim3,xian1
暻,kjwæng2,ging2,jing3
暾,thwon1,tan1,tun1
曀,ʔej3,ai3,yi4
晦,xwoj3,fui3,hui4
晨,dzyin1,san4,chen2
晪,then2,tin2,tian3
晫,træwk4,zoek3,zhuo2
晬,tswoj3,zeoi3,zui4
晭,tsyuw2,zau2,zhou3
普,phu2,pou2,pu3
景,kjæng2,ging2,jing3
景,kjæng2,ging2,jing3
景,kjæng2,ging2,jing3
晲,ngej2,ngai5,ni3
晴,dzjieng1,cing4,qing2
晶,tsjieng1,zing1,jing1
晷,kwij2,gwai2,gui3
晹,syek4,sik1,yi4
智,trje3,zi3,zhi4
晻,ʔom2,am2,an3
晻,ʔom2,jim2,yan3
晼,ʔjwon2,jyun2,wan3
暄,xjwon1,hyun1,xuan1
暅,xjwon2,hyun1,xuan3
暆,ye1,ji4,yi2
暇,hæ3,haa6,xia2
暈,hjun3,wan6,yun4
暈,hjun3,wan4,yun4
暉,xjwɨj1,fai1,hui1
暋,min2,man5,min3
暍,ʔjot4,hot3,ye1
暐,hjwɨj2,wai5,wei3
暑,syo2,syu2,shu3
暕,kɛn2,gaan2,jian3
暖,nwan2,nyun5,nuan3
暗,ʔom3,am3,an4
暘,yang1,joeng4,yang2
暝,meng1,ming6,ming2
暟,khoj2,hoi2,kai3
暠,kaw2,gou2,gao3
暡,ʔuwng2,jung2,weng3
暢,trhjang3,coeng3,chang4
暨,gij3,kei3,ji4
曄,hjip4,jip6,ye4
曅,hjep4,jip6,ye4
曆,lek4,lik6,li4
曇,dom1,taam4,tan2
曈,duwng1,tung4,tong2
曉,xew2,hiu2,xiao3
曏,xjang2,hoeng3,xiang4
曖,ʔaj3,oi2,ai4
曙,dzyo3,cyu5,shu3
曚,muwng2,mung4,meng2
曛,xjun1,fan1,xun1
曝,baw3,buk6,pu4
曠,khwang3,kwong3,kuang4
曦,xje1,hei1,xi1
曨,luwng1,lung4,long2
曩,nang2,nong5,nang3
曪,la2,lo2,luo3
曫,lwan1,lyun4,luan2
曬,srje3,saai3,shai4
曭,thang2,tong2,tang3
曮,ngjæm2,jim5,yan3
曰,hjwot4,jyut6,yue1
曲,khjowk4,kuk1,qu1
曲,khjowk4,kuk1,qu3
曳,yej3,jai6,ye4
更,kæng1,gang1,geng1
更,kæng1,gaang1,geng1
更,kæng3,gang3,geng4
曶,xwot4,fat1,hu1
曷,hat4,hot3,he2
書,syo1,syu1,shu1
曹,dzaw1,cou4,cao2
曼,mwan1,maan6,man4
曾,dzong1,cang4,ceng2
曾,tsong1,zang1,zeng1
替,thej3,tai3,ti4
朁,dzjem1,caam2,can3
會,hwaj3,wui6,hui4
會,hwaj3,wui5,hui4
會,hwaj3,wui6,hui4
會,kwaj3,wui6,kuai4
會,kwaj3,kui2,kuai4
朅,khjet4,kit3,qie4
有,hjuw2,jau5,you3
朋,bong1,pang4,peng2
服,bjuwk4,fuk6,fu2
朏,phjwɨj2,fei2,fei3
朓,thew2,tiu3,tiao3
朔,sræwk4,sok3,shuo4
朕,drim2,zam6,zhen4
朖,lang2,long5,lang3
朗,lang2,long5,lang3
朘,tsjwen1,syun1,juan1
朚,mjwang1,fong1,huang1
望,mjwang1,mong6,wang4
期,gi1,kei4,qi1
期,ki1,gei1,ji1
朦,muwng1,mung4,meng2
朧,luwng1,lung4,long2
木,muwk4,muk6,mu4
未,mjwɨj3,mei6,wei4
末,mwat4,mut6,mo4
本,pwon2,bun2,ben3
札,tsrɛt4,zaat3,zha2
朱,tsyu1,zyu1,zhu1
朳,pɛt4,baat3,ba1
朴,phæwk4,pok3,po4
朴,phæwk4,pok3,pu3
朵,twa2,do2,duo3
朷,taw1,dou1,dao1
朹,gjuw1,gwai2,gui3
机,kij1,gei1,ji1
朻,kjuw1,gau1,jiu1
朽,xjuw2,jau2,xiu3
朾,trɛng1,caang4,cheng2
杅,hju1,jyu1,yu2
杇,ʔu1,wu1,wu1
杈,tshræ1,caa1,cha1
杈,tshræ1,caa1,cha4
杉,srɛm1,caam3,shan1
杌,ngwot4,ngat6,wu4
李,li2,lei5,li3
杏,hæng2,hang6,xing4
材,dzoj1,coi4,cai2
杒,nyin3,jan6,ren4
杓,pjew1,biu1,biao1
杓,dzyak4,soek3,shao2
杔,træk4,tok3,tuo1
杕,dej3,dai6,di4
杖,drjang2,zoeng6,zhang4
杗,mjwang1,mong4,mang2
杘,trhij3,ci3,chi4
杙,yik4,jik6,yi4
杜,du2,dou6,du4
杝,ye1,ji4,yi2
杞,khi2,gei2,qi3
束,syowk4,cuk1,shu4
杠,kæwng1,gong1,gang1
杪,mjew2,miu5,miao3
杫,sje3,ci3,si4
杬,ngjwon1,jyun4,yuan2
杭,hang1,hong4,hang2
杯,pwoj1,bui1,bei1
杲,kaw2,gou2,gao3
杳,ʔew2,miu5,yao3
杴,xjæm1,hin1,xian1
杵,tshyo2,cyu2,chu3
杶,trhwin1,ceon1,chun1
杷,bæ1,paa4,pa2
杸,dzyu1,syu4,shu1
杻,nrjuw2,cau2,chou3
杼,drjo2,cyu5,zhu4
松,zjowng1,cung4,song1
板,pæn2,baan2,ban3
枂,ngjwot4,wut6,wo4
枃,tsin3,zeon3,jin4
枇,bij1,pei4,pi2
枉,ʔjwang2,wong2,wang3
枋,pjwang1,fong1,fang1
枌,bjun1,fan1,fen2
枍,ʔej3,jai6,yi4
析,sek4,sik1,xi1
枑,hu3,wu6,hu4
枒,ngæ3,ngaa4,ya2
枓,tsyu2,dau2,dou3
枔,zim1,cam4,xin2
枕,tsyim2,zam2,zhen3
枕,tsyim3,zam3,zhen3
枖,ʔjew1,jiu1,yao1
林,lim1,lam4,lin2
枘,nywej3,jeoi6,rui4
枚,mwoj1,mui4,mei2
果,kwa2,gwo2,guo3
枝,tsye1,zi1,zhi1
枮,trim1,cim1,xian1
枯,khu1,fu1,ku1
枰,bjæng1,ping4,ping2
枲,si2,saai2,xi3
枳,tsye2,zi2,zhi3
枴,kwɛɨ2,gwaai2,guai3
枵,xjew1,hiu1,xiao1
架,kæ3,gaa3,jia4
枷,gjwa1,gaa1,jia1
枸,kuw2,gau2,gou3
枸,kju2,geoi2,ju3
枸,kuw1,gau1,gou1
枹,pæw1,baau1,bao1
枹,bjuw1,fu1,fu2
枻,yej3,jai6,yi4
枼,yep4,jip6,ye4
柀,pje2,bei2,bi3
柁,da2,to4,tuo2
柃,leng1,ling4,ling2
柅,nrij1,nei5,ni3
柉,bjom1,faan4,fan2
柊,tsyuwng1,zung1,zhong1
柌,zi1,ci4,ci2
柍,ʔjang2,joeng1,ying1
柎,pju1,fu1,fu1
柏,pæk4,paak3,bai3
某,muw2,mau5,mou3
柑,kam1,gam1,gan1
柒,tshit4,cat1,qi1
染,nyem2,jim5,ran3
柔,nyuw1,jau4,rou2
柖,dzyew1,siu4,shao2
柘,tsyæ3,ze3,zhe4
柙,hæp4,haap6,xia2
柚,yuw3,jau6,you4
柚,yuw3,zuk6,zhou2
柜,kjo2,geoi2,ju3
柞,tsak4,zaa6,zha4
柢,tej1,dai2,di3
柣,drit4,dit6,zhi4
柤,tsræ1,zaa1,zha1
查,dzrɛɨ1,caa4,cha2
柧,ku1,gu1,gu1
柩,gjuw3,gau6,jiu4
柫,pjut4,fat1,fu2
柬,kɛn2,gaan2,jian3
柮,twot4,deot1,duo4
